Company,laptop_type,screen_size_inch,display_resolution_width,display_resolution_height,panel_type,is_touchscreen,resolution_class,cpu_brand,cpu_family,cpu_generation,clock_speed_ghz,cpu_tier,gpu_brand,ram_gb,ssd_gb,hdd_gb,flash_gb,hybrid_gb,total_storage_gb,weight_kg,weight_class,price_band,Price,is_price_outlier,Performance_Score,value_index,value_segment
LENOVO,Notebook,13.3,1920,1080,IPS,0,Full HD,Intel,i3,7.0,2.0,3,Intel,8,256,0,0,0,256,1.4,Medium,Mid-Range,50562.72,No,0.4650000000000001,9.196498922526321e-06,Balanced
LENOVO,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,2.3,Heavy,Mid-Range,48538.08,No,0.5650000000000001,1.1640345065152969e-05,High Value
ASUS,Netbook,11.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,0,64,0,64,1.2,Light,Budget,18115.2,No,0.1133333333333333,6.256256256256254e-06,Low Value
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,AMD,8,256,0,0,0,256,1.91,Medium,Budget,32979.7872,No,0.5650000000000001,1.7131705446540907e-05,High Value
LENOVO,2 in 1 Convertible,13.9,1920,1080,IPS,1,Full HD,Intel,i5,8.0,1.0,4,Intel,8,256,0,0,0,256,1.4,Medium,Premium,85194.72,No,0.4650000000000001,5.45808472637741e-06,Low Value
LENOVO,Notebook,14.0,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,500,0,0,500,2.1,Medium,Budget,15930.72,No,0.1133333333333333,7.114137548920156e-06,Low Value
LENOVO,Netbook,11.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,16,0,0,0,16,1.25,Light,Budget,14119.2,No,0.1148958333333333,8.137559729540859e-06,Balanced
LENOVO,Notebook,13.3,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.44,Medium,Mid-Range,50562.72,No,0.5650000000000001,1.1174240626295423e-05,Balanced
ASUS,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,1024,0,0,1280,2.0,Medium,Mid-Range,65214.72,No,0.665,1.0197084339241202e-05,Balanced
ACER,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,8.0,1.0,4,NVIDIA,4,0,1024,0,0,1024,2.2,Heavy,Budget,32660.64,No,0.4133333333333333,1.2655396015918038e-05,High Value
HP,Ultrabook,13.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,512,0,0,0,512,1.34,Medium,Mid-Range,70489.44,No,0.6900000000000001,9.788700264890742e-06,Balanced
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,1024,0,0,1280,2.4,Heavy,Mid-Range,61218.72,No,0.665,1.0862690366606816e-05,Balanced
DELL,Ultrabook,13.3,1920,1080,IPS,1,Full HD,Intel,i5,7.0,2.0,4,Intel,8,128,0,0,0,128,1.29,Light,Mid-Range,47898.72,No,0.5525,1.1534754999716066e-05,Balanced
ACER,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,4,0,500,0,0,500,2.2,Heavy,Budget,34045.92,No,0.6133333333333333,1.8014884994540705e-05,High Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,0,1024,0,0,1024,2.18,Medium,Mid-Range,44542.08,No,0.54,1.2123367386525282e-05,High Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,5,AMD,16,256,2048,0,0,2304,2.2,Heavy,Mid-Range,64961.10719999999,No,0.6183333333333334,9.518515924145663e-06,Balanced
XIAOMI,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,8.0,1.0,5,NVIDIA,16,256,0,0,0,256,1.95,Medium,Mid-Range,74589.336,No,0.6183333333333334,8.289835605096865e-06,Balanced
ASUS,Netbook,11.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,2,0,0,32,0,32,1.1,Light,Budget,13053.6,No,0.0999999999999999,7.660721946436224e-06,Low Value
HP,Notebook,15.6,1366,768,Standard,1,HD,Intel,i5,8.0,1.0,4,Intel,4,0,1024,0,0,1024,2.04,Medium,Budget,27783.9216,No,0.4133333333333333,1.487670960507365e-05,High Value
ASUS,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,24,512,0,0,0,512,2.24,Heavy,Premium,158135.04,Yes,0.7966666666666667,5.037888292605274e-06,Low Value
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,256,0,0,0,256,2.04,Medium,Mid-Range,47365.92,No,0.5650000000000001,1.1928407597698938e-05,High Value
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,3.0,Heavy,Premium,80133.12,No,0.7183333333333334,8.96425015440973e-06,Balanced
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,1024,0,0,1280,3.2,Heavy,Mid-Range,74538.72,No,0.665,8.921537692088085e-06,Balanced
HP,Ultrabook,13.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.32,Medium,Mid-Range,74538.72,No,0.665,8.921537692088085e-06,Balanced
DELL,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.64,Medium,Mid-Range,68184.0144,No,0.5650000000000001,8.286399751786982e-06,Balanced
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,Intel,4,128,0,0,0,128,1.63,Medium,Budget,36709.92,No,0.4258333333333333,1.1599952637688486e-05,High Value
DELL,Notebook,17.3,1920,1080,IPS,0,Full HD,Intel,i5,8.0,1.0,4,AMD,8,128,1024,0,0,1152,2.8,Heavy,Mid-Range,47365.92,No,0.4525,9.553282191077468e-06,Balanced
LENOVO,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,8,256,0,0,0,256,2.02,Medium,Mid-Range,71395.2,No,0.5650000000000001,7.913697279368922e-06,Balanced
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,4,0,1024,0,0,1024,2.2,Heavy,Mid-Range,42570.72,No,0.6133333333333333,1.4407398637686496e-05,High Value
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,NVIDIA,8,0,2048,0,0,2048,2.2,Heavy,Budget,24455.52,No,0.44,1.7991848057207535e-05,High Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,AMD,4,0,500,0,0,500,2.3,Heavy,Budget,31168.8,No,0.5133333333333333,1.6469460913905358e-05,High Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.9,Medium,Mid-Range,73366.56,No,0.5650000000000001,7.701056176001711e-06,Low Value
DELL,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,128,1024,0,0,1152,4.42,Heavy,Premium,160520.3856,Yes,0.7058333333333333,4.397156976012979e-06,Low Value
TOSHIBA,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,0,500,0,0,500,2.0,Medium,Mid-Range,45820.8,No,0.54,1.1785040854808297e-05,High Value
ASUS,Notebook,15.6,3840,2160,IPS,0,UHD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,1024,0,0,1280,2.0,Medium,Mid-Range,69210.72,No,0.665,9.608338130278085e-06,Balanced
MEDIACOM,Notebook,13.3,1920,1080,IPS,0,Full HD,Intel,Celeron,,1.0,1,Intel,4,32,0,0,0,32,1.2,Light,Budget,19660.32,No,0.1164583333333333,5.923521760242626e-06,Low Value
ASUS,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,128,1024,0,0,1152,2.3,Heavy,Premium,87858.72,No,0.5525,6.288504999845206e-06,Low Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,0,0,0,256,1.93,Medium,Mid-Range,72940.31999999999,No,0.665,9.117042535596226e-06,Balanced
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,4,AMD,8,256,0,0,0,256,2.2,Heavy,Mid-Range,42486.0048,No,0.4650000000000001,1.0944780573955028e-05,Balanced
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,Pentium,,1.0,1,Intel,4,256,0,0,0,256,1.86,Medium,Budget,21258.1872,No,0.1383333333333333,6.507296790261274e-06,Low Value
HP,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,12,0,1024,0,0,1024,2.62,Heavy,Premium,95850.72,No,0.6666666666666666,6.955259873547811e-06,Low Value
LENOVO,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,0,0,0,256,1.87,Medium,Mid-Range,45767.52,No,0.665,1.4529954867556732e-05,High Value
DELL,Ultrabook,13.3,3200,1800,Standard,1,Quad HD+,Intel,i7,8.0,1.0,5,Intel,8,256,0,0,0,256,1.2,Light,Mid-Range,74538.72,No,0.5650000000000001,7.579953076736494e-06,Low Value
DELL,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,3,Intel,4,128,0,0,0,128,1.6,Medium,Budget,39207.1536,No,0.4258333333333333,1.0861113195764697e-05,Balanced
HP,Ultrabook,13.3,3200,1800,IPS,0,Quad HD+,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.34,Medium,Mid-Range,61005.6,No,0.665,1.0900638629896272e-05,Balanced
ACER,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,0,1024,0,0,1024,2.4,Heavy,Mid-Range,42517.44,No,0.54,1.2700670595407438e-05,High Value
ASUS,Notebook,15.6,1366,768,Standard,0,HD,AMD,E-Series,,1.0,1,AMD,4,0,500,0,0,500,2.0,Medium,Budget,18594.72,No,0.1133333333333333,6.094920135034746e-06,Low Value
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,7.0,2.0,3,Intel,4,128,0,0,0,128,2.1,Medium,Budget,37589.04,No,0.4258333333333333,1.1328656792866571e-05,Balanced
LENOVO,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,4,0,500,0,0,500,1.87,Medium,Mid-Range,41824.8,No,0.5133333333333333,1.2273419916732018e-05,High Value
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,4,0,1024,0,0,1024,2.15,Medium,Budget,24634.008,No,0.5133333333333333,2.0838400853540898e-05,High Value
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,3,Intel,4,0,500,0,0,500,1.86,Medium,Budget,21152.16,No,0.4133333333333333,1.9540951530875962e-05,High Value
LENOVO,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,512,0,0,0,512,1.99,Medium,Premium,92121.12,No,0.6900000000000001,7.490139069086439e-06,Low Value
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,3,Intel,4,128,0,0,0,128,2.2,Heavy,Budget,26586.72,No,0.4258333333333333,1.601676827127729e-05,High Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.9,Medium,Mid-Range,59513.2272,No,0.5650000000000001,9.493687816680861e-06,Balanced
DELL,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,4.42,Heavy,Premium,143802.72,Yes,0.7183333333333334,4.9952694450656665e-06,Low Value
HP,Notebook,17.3,1600,900,Standard,0,HD+,Intel,i3,6.0,2.0,3,Intel,8,0,1024,0,0,1024,2.65,Heavy,Budget,28992.312,No,0.44,1.5176437118916215e-05,High Value
HP,Notebook,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,0,1024,0,0,1024,2.63,Heavy,Mid-Range,68198.4,No,0.64,9.384384384384386e-06,Balanced
ASUS,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,500,0,0,500,2.0,Medium,Budget,11934.72,No,0.1133333333333333,9.496103246103245e-06,Balanced
MEDIACOM,Notebook,13.3,1920,1080,IPS,0,Full HD,Intel,Atom,,1.0,1,Intel,4,0,0,32,0,32,1.35,Medium,Budget,13586.4,No,0.1133333333333333,8.341675008341672e-06,Balanced
LENOVO,Notebook,17.3,1600,900,Standard,0,HD+,Intel,i7,7.0,2.0,5,NVIDIA,6,128,1024,0,0,1152,2.8,Heavy,Mid-Range,50562.72,No,0.6391666666666667,1.2641065723257504e-05,High Value
HP,Notebook,15.6,1920,1080,IPS,0,Full HD,AMD,A10-Series,,2.0,4,AMD,6,128,0,0,0,128,1.91,Medium,Budget,30310.992,No,0.5391666666666666,1.778782649761732e-05,High Value
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,AMD,4,0,1024,0,0,1024,2.18,Medium,Budget,32921.712,No,0.4133333333333333,1.2555037640002844e-05,High Value
ACER,2 in 1 Convertible,11.6,1920,1080,IPS,1,Full HD,Intel,Celeron,,2.0,1,Intel,4,0,0,32,0,32,1.25,Light,Budget,18594.72,No,0.2133333333333333,1.1472790842418346e-05,Balanced
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,7.0,2.0,3,Intel,4,128,0,0,0,128,2.05,Medium,Budget,33566.4,No,0.4258333333333333,1.268629740851963e-05,High Value
HP,Ultrabook,13.3,3200,1800,IPS,1,Quad HD+,Intel,Core M,,1.0,3,Intel,16,512,0,0,0,512,1.16,Light,Premium,104695.2,No,0.4433333333333333,4.2345144126314606e-06,Low Value
LENOVO,Notebook,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,0,0,0,256,3.4,Heavy,Premium,159786.72,Yes,0.665,4.161797676302511e-06,Low Value
ASUS,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,128,1024,0,0,1152,2.5,Heavy,Mid-Range,44701.92,No,0.5525,1.2359648086704106e-05,High Value
DELL,Ultrabook,13.3,3840,2160,IPS,1,UHD,Intel,i5,8.0,1.0,4,Intel,8,128,0,0,0,128,1.21,Light,Premium,85194.72,No,0.4525,5.311362018679092e-06,Low Value
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,4,0,500,0,0,500,1.93,Medium,Mid-Range,51095.52,No,0.5133333333333333,1.0046542893258221e-05,Balanced
FUJITSU,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,8,0,1024,0,0,1024,2.2,Heavy,Budget,39373.92,No,0.54,1.3714661887868927e-05,High Value
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,Pentium,,1.0,1,Intel,4,0,500,0,0,500,2.2,Heavy,Budget,18328.32,No,0.1133333333333333,6.183509090485833e-06,Low Value
LENOVO,Notebook,14.0,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,4,0,500,0,0,500,2.02,Medium,Mid-Range,52747.2,No,0.5133333333333333,9.731954176398621e-06,Balanced
HP,Workstation,17.3,1600,900,Standard,0,HD+,Intel,i5,7.0,2.0,4,NVIDIA,8,0,500,0,0,500,3.14,Heavy,Premium,99153.5472,No,0.54,5.4460986545522196e-06,Low Value
HP,Notebook,14.0,1366,768,Standard,0,HD,Intel,Pentium,,1.0,1,Intel,8,0,2048,0,0,2048,1.94,Medium,Budget,20725.92,No,0.14,6.754826806240689e-06,Low Value
HP,Notebook,15.6,1920,1080,IPS,0,Full HD,AMD,A9-Series,,3.0,2,AMD,6,256,0,0,0,256,1.95,Medium,Budget,34578.72,No,0.4516666666666667,1.3061983400966452e-05,High Value
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,2.3,Heavy,Mid-Range,44222.4,No,0.5650000000000001,1.2776330547414885e-05,High Value
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,4,Intel,4,0,500,0,0,500,2.05,Medium,Budget,36496.8,No,0.4133333333333333,1.132519380694563e-05,Balanced
MEDIACOM,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,Atom,,1.0,1,Intel,4,32,0,0,0,32,1.4,Medium,Budget,13266.72,No,0.1164583333333333,8.778231042287266e-06,Balanced
TOSHIBA,Ultrabook,14.0,1920,1080,Standard,1,Full HD,Intel,i7,7.0,2.0,5,Intel,16,512,0,0,0,512,1.24,Light,Premium,99367.2,No,0.7433333333333334,7.480671019545015e-06,Low Value
LENOVO,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,32,256,1024,0,0,1280,4.6,Heavy,Premium,141884.63999999998,Yes,0.8250000000000001,5.814582889310641e-06,Low Value
MSI,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,512,1024,0,0,1536,4.14,Heavy,Premium,145401.12,Yes,0.7433333333333334,5.112294412404344e-06,Low Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,AMD,8,256,0,0,0,256,2.2,Heavy,Budget,39907.2528,No,0.665,1.666363764333084e-05,High Value
MEDIACOM,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,Celeron,,1.0,1,Intel,4,32,0,0,0,32,1.45,Medium,Budget,20725.92,No,0.1164583333333333,5.618970512929381e-06,Low Value
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,8,0,500,0,0,500,1.9,Medium,Mid-Range,53733.94559999999,No,0.54,1.004951328197273e-05,Balanced
HP,Notebook,13.3,1920,1080,Standard,0,Full HD,Intel,i3,7.0,2.0,3,Intel,4,128,0,0,0,128,1.49,Medium,Budget,38308.32,No,0.4258333333333333,1.1115949050580481e-05,Balanced
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,0,0,0,256,1.93,Medium,Premium,81912.13919999999,No,0.7183333333333334,8.769558948758763e-06,Balanced
DELL,Netbook,11.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,1,Intel,4,0,0,16,0,16,1.26,Light,Budget,15717.6,No,0.1133333333333333,7.210600430939411e-06,Low Value
MSI,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,16,128,1024,0,0,1152,4.5,Heavy,Premium,125154.72,No,0.7058333333333333,5.639686088813377e-06,Low Value
HP,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,3.78,Heavy,Mid-Range,79813.44,No,0.7183333333333334,9.000155028192412e-06,Balanced
LENOVO,Ultrabook,14.0,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,5,Intel,12,256,0,0,0,256,1.4,Medium,Premium,89137.44,No,0.6916666666666667,7.759552738632237e-06,Low Value
LENOVO,Notebook,15.6,1366,768,Standard,1,HD,Intel,i7,8.0,1.0,5,Intel,12,0,1024,0,0,1024,2.2,Heavy,Budget,32447.52,No,0.5666666666666667,1.7464097923868037e-05,High Value
ASUS,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,NVIDIA,8,128,1024,0,0,1152,2.73,Heavy,Premium,94305.6,No,0.5525,5.858612850138274e-06,Low Value
ASUS,2 in 1 Convertible,15.6,1366,768,Standard,1,HD,Intel,i5,7.0,2.0,4,Intel,8,0,1024,0,0,1024,2.2,Heavy,Budget,39373.92,No,0.54,1.3714661887868927e-05,High Value
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,AMD,A12-Series,,3.0,4,AMD,12,512,0,0,0,512,2.2,Heavy,Mid-Range,50562.72,No,0.7166666666666668,1.4173815543678559e-05,High Value
DELL,2 in 1 Convertible,11.6,1366,768,Standard,1,HD,Intel,Core M,,1.0,3,Intel,4,128,0,0,0,128,1.39,Medium,Budget,32127.84,No,0.3258333333333333,1.0141775274445256e-05,Balanced
SAMSUNG,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,128,1024,0,0,1152,2.5,Heavy,Premium,90522.72,No,0.7058333333333333,7.79730584027229e-06,Low Value
LENOVO,Notebook,17.3,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,3,Intel,4,0,500,0,0,500,2.8,Heavy,Budget,28185.12,No,0.4133333333333333,1.4664948502377613e-05,High Value
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,Intel,8,0,1024,0,0,1024,2.29,Heavy,Budget,24455.52,No,0.44,1.7991848057207535e-05,High Value
LENOVO,2 in 1 Convertible,13.3,1920,1080,IPS,1,Full HD,Intel,i7,7.0,2.0,5,Intel,8,512,0,0,0,512,1.37,Medium,Premium,107892.0,No,0.6900000000000001,6.395284173061952e-06,Low Value
LENOVO,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.7,Medium,Mid-Range,78534.72,No,0.5650000000000001,7.194270253971747e-06,Low Value
DELL,2 in 1 Convertible,12.5,1920,1080,Standard,1,Full HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,1.34,Medium,Premium,88977.59999999999,No,0.5650000000000001,6.3499127870385365e-06,Low Value
DELL,Workstation,15.6,1920,1080,Standard,1,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,256,0,0,0,256,2.06,Medium,Premium,93932.64,No,0.665,7.079541254243467e-06,Low Value
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,1.84,Medium,Mid-Range,64948.32,No,0.665,1.0238909951789362e-05,Balanced
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,7.0,2.0,3,Intel,4,0,500,0,0,500,2.1,Medium,Budget,35616.6144,No,0.4133333333333333,1.1605070843941116e-05,High Value
ACER,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,Celeron,,1.0,1,Intel,4,0,0,32,0,32,1.6,Medium,Budget,17529.12,No,0.1133333333333333,6.4654319973468895e-06,Low Value
MSI,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,16,128,1024,0,0,1152,4.14,Heavy,Premium,117162.72,No,0.7058333333333333,6.024385003466404e-06,Low Value
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,AMD,4,0,1024,0,0,1024,2.18,Medium,Budget,24775.2,No,0.4133333333333333,1.6683350016683347e-05,High Value
MSI,Gaming,15.6,3840,2160,Standard,0,UHD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,2048,0,0,2304,1.8,Medium,Premium,122490.72,No,0.7183333333333334,5.864389835681702e-06,Low Value
TOSHIBA,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,5,Intel,8,256,0,0,0,256,2.2,Heavy,Mid-Range,74538.72,No,0.665,8.921537692088085e-06,Balanced
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,Intel,6,0,1024,0,0,1024,2.4,Heavy,Budget,30049.92,No,0.5266666666666666,1.7526391639866816e-05,High Value
LENOVO,2 in 1 Convertible,15.6,1920,1080,IPS,1,Full HD,Intel,i7,7.0,2.0,5,Intel,8,256,0,0,0,256,2.0,Medium,Mid-Range,69210.72,No,0.665,9.608338130278085e-06,Balanced
ACER,Notebook,14.0,1366,768,Standard,0,HD,Intel,Pentium,,1.0,1,Intel,4,0,0,128,0,128,1.6,Medium,Budget,18594.72,No,0.1133333333333333,6.094920135034746e-06,Low Value
LENOVO,Notebook,15.6,3840,2160,IPS,0,UHD,Intel,Xeon,,3.0,5,NVIDIA,32,1024,0,0,0,1024,2.5,Heavy,Premium,261018.72,Yes,1.0,3.831142839103648e-06,Low Value
DELL,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,6.0,2.0,5,NVIDIA,16,0,1024,0,0,1024,2.59,Heavy,Mid-Range,46833.6528,No,0.6933333333333334,1.4804169478177737e-05,High Value
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,Intel,4,0,1024,0,0,1024,2.18,Medium,Budget,23650.992,No,0.4133333333333333,1.747636350024275e-05,High Value
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,3,Intel,4,0,1024,0,0,1024,2.25,Heavy,Budget,19127.52,No,0.4133333333333333,2.1609353085676202e-05,High Value
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,4,0,500,0,0,500,1.93,Medium,Mid-Range,46300.32,No,0.5133333333333333,1.1087036403492099e-05,Balanced
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,8,128,1024,0,0,1152,3.0,Heavy,Mid-Range,62231.04,No,0.6525,1.0485121251388374e-05,Balanced
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,4,AMD,4,128,0,0,0,128,2.18,Medium,Budget,30316.32,No,0.5258333333333333,1.7344893223627843e-05,High Value
HP,Ultrabook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,Intel,8,512,0,0,0,512,1.84,Medium,Mid-Range,74005.92,No,0.6900000000000001,9.323578438049282e-06,Balanced
MSI,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,5,NVIDIA,16,256,1024,0,0,1280,2.94,Heavy,Premium,120831.5808,No,0.7183333333333334,5.944913809596815e-06,Low Value
ACER,2 in 1 Convertible,11.6,1366,768,IPS,1,HD,Intel,Celeron,,1.0,1,Intel,4,0,0,32,0,32,1.25,Light,Budget,20193.12,No,0.1133333333333333,5.612472630942287e-06,Low Value
HP,Notebook,14.0,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,2.31,Heavy,Mid-Range,59886.72,No,0.5650000000000001,9.434478962948714e-06,Balanced
LENOVO,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,4,Intel,8,256,0,0,0,256,1.65,Medium,Mid-Range,78055.2,No,0.5650000000000001,7.238467136078059e-06,Low Value
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,4,AMD,4,0,1024,0,0,1024,2.2,Heavy,Mid-Range,41345.28,No,0.4133333333333333,9.99711051257443e-06,Balanced
FUJITSU,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,4,Intel,8,256,0,0,0,256,2.2,Heavy,Mid-Range,42570.72,No,0.5650000000000001,1.327203298417316e-05,High Value
