Company,laptop_type,screen_size_inch,display_resolution_width,display_resolution_height,panel_type,is_touchscreen,resolution_class,cpu_brand,cpu_family,cpu_generation,clock_speed_ghz,cpu_tier,gpu_brand,ram_gb,ssd_gb,hdd_gb,flash_gb,hybrid_gb,total_storage_gb,weight_kg,weight_class,price_band,Price,is_price_outlier,cpu_tier_numeric,ssd_indicator,hardware_cluster,cluster,Market_cluster
ASUS,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,4,0,500,0,0,500,2.0,Medium,Budget,11934.72,No,1,0,2,2,2
MEDIACOM,Notebook,13.3,1920,1080,IPS,0,Full HD,Intel,Atom,,1.0,Entry,Intel,4,0,0,32,0,32,1.35,Medium,Budget,13586.4,No,1,0,2,2,2
LENOVO,Notebook,17.3,1600,900,Standard,0,HD+,Intel,i7,7.0,2.0,High,NVIDIA,6,128,1024,0,0,1152,2.8,Heavy,Mid-Range,50562.72,No,5,1,2,1,2
HP,Notebook,15.6,1920,1080,IPS,0,Full HD,AMD,A10-Series,,2.0,Upper-Mid,AMD,6,128,0,0,0,128,1.91,Medium,Budget,30310.992,No,4,1,2,2,2
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,Mid,AMD,4,0,1024,0,0,1024,2.18,Medium,Budget,32921.712,No,3,0,2,1,2
ACER,2 in 1 Convertible,11.6,1920,1080,IPS,1,Full HD,Intel,Celeron,,2.0,Entry,Intel,4,0,0,32,0,32,1.25,Light,Budget,18594.72,No,1,0,2,0,2
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,7.0,2.0,Mid,Intel,4,128,0,0,0,128,2.05,Medium,Budget,33566.4,No,3,1,2,2,2
HP,Ultrabook,13.3,3200,1800,IPS,1,Quad HD+,Intel,Core M,,1.0,Mid,Intel,16,512,0,0,0,512,1.16,Light,Premium,104695.2,No,3,1,0,0,0
LENOVO,Notebook,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,256,0,0,0,256,3.4,Heavy,Premium,159786.72,Yes,5,1,1,1,1
ASUS,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,NVIDIA,8,128,1024,0,0,1152,2.5,Heavy,Mid-Range,44701.92,No,4,1,2,1,2
DELL,Ultrabook,13.3,3840,2160,IPS,1,UHD,Intel,i5,8.0,1.0,Upper-Mid,Intel,8,128,0,0,0,128,1.21,Light,Premium,85194.72,No,4,1,0,0,0
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,4,0,500,0,0,500,1.93,Medium,Mid-Range,51095.52,No,4,0,2,2,2
FUJITSU,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,0,1024,0,0,1024,2.2,Heavy,Budget,39373.92,No,4,0,2,1,2
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,Pentium,,1.0,Entry,Intel,4,0,500,0,0,500,2.2,Heavy,Budget,18328.32,No,1,0,2,2,2
LENOVO,Notebook,14.0,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,4,0,500,0,0,500,2.02,Medium,Mid-Range,52747.2,No,4,0,2,2,2
HP,Workstation,17.3,1600,900,Standard,0,HD+,Intel,i5,7.0,2.0,Upper-Mid,NVIDIA,8,0,500,0,0,500,3.14,Heavy,Premium,99153.5472,No,4,0,0,1,0
HP,Notebook,14.0,1366,768,Standard,0,HD,Intel,Pentium,,1.0,Entry,Intel,8,0,2048,0,0,2048,1.94,Medium,Budget,20725.92,No,1,0,2,1,2
HP,Notebook,15.6,1920,1080,IPS,0,Full HD,AMD,A9-Series,,3.0,Lower-Mid,AMD,6,256,0,0,0,256,1.95,Medium,Budget,34578.72,No,2,1,2,2,2
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,2.3,Heavy,Mid-Range,44222.4,No,4,1,2,2,2
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,Upper-Mid,Intel,4,0,500,0,0,500,2.05,Medium,Budget,36496.8,No,4,0,2,2,2
MEDIACOM,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,Atom,,1.0,Entry,Intel,4,32,0,0,0,32,1.4,Medium,Budget,13266.72,No,1,1,2,2,2
TOSHIBA,Ultrabook,14.0,1920,1080,Standard,1,Full HD,Intel,i7,7.0,2.0,High,Intel,16,512,0,0,0,512,1.24,Light,Premium,99367.2,No,5,1,0,0,0
LENOVO,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,High,NVIDIA,32,256,1024,0,0,1280,4.6,Heavy,Premium,141884.63999999998,Yes,5,1,1,1,1
MSI,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,16,512,1024,0,0,1536,4.14,Heavy,Premium,145401.12,Yes,5,1,1,1,1
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,AMD,8,256,0,0,0,256,2.2,Heavy,Budget,39907.2528,No,5,1,2,2,2
MEDIACOM,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,Celeron,,1.0,Entry,Intel,4,32,0,0,0,32,1.45,Medium,Budget,20725.92,No,1,1,2,2,2
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,0,500,0,0,500,1.9,Medium,Mid-Range,53733.94559999999,No,4,0,2,2,2
HP,Notebook,13.3,1920,1080,Standard,0,Full HD,Intel,i3,7.0,2.0,Mid,Intel,4,128,0,0,0,128,1.49,Medium,Budget,38308.32,No,3,1,2,2,2
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,16,256,0,0,0,256,1.93,Medium,Premium,81912.13919999999,No,5,1,0,2,0
DELL,Netbook,11.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,4,0,0,16,0,16,1.26,Light,Budget,15717.6,No,1,0,2,2,2
MSI,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,6.0,2.0,High,NVIDIA,16,128,1024,0,0,1152,4.5,Heavy,Premium,125154.72,No,5,1,1,1,1
HP,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,16,256,1024,0,0,1280,3.78,Heavy,Mid-Range,79813.44,No,5,1,0,1,0
LENOVO,Ultrabook,14.0,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,High,Intel,12,256,0,0,0,256,1.4,Medium,Premium,89137.44,No,5,1,0,2,0
LENOVO,Notebook,15.6,1366,768,Standard,1,HD,Intel,i7,8.0,1.0,High,Intel,12,0,1024,0,0,1024,2.2,Heavy,Budget,32447.52,No,5,0,2,0,2
ASUS,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,NVIDIA,8,128,1024,0,0,1152,2.73,Heavy,Premium,94305.6,No,4,1,0,1,0
ASUS,2 in 1 Convertible,15.6,1366,768,Standard,1,HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,0,1024,0,0,1024,2.2,Heavy,Budget,39373.92,No,4,0,2,0,2
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,AMD,A12-Series,,3.0,Upper-Mid,AMD,12,512,0,0,0,512,2.2,Heavy,Mid-Range,50562.72,No,4,1,2,1,2
DELL,2 in 1 Convertible,11.6,1366,768,Standard,1,HD,Intel,Core M,,1.0,Mid,Intel,4,128,0,0,0,128,1.39,Medium,Budget,32127.84,No,3,1,2,0,2
SAMSUNG,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,16,128,1024,0,0,1152,2.5,Heavy,Premium,90522.72,No,5,1,0,1,0
LENOVO,Notebook,17.3,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,Mid,Intel,4,0,500,0,0,500,2.8,Heavy,Budget,28185.12,No,3,0,2,1,2
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,Mid,Intel,8,0,1024,0,0,1024,2.29,Heavy,Budget,24455.52,No,3,0,2,1,2
LENOVO,2 in 1 Convertible,13.3,1920,1080,IPS,1,Full HD,Intel,i7,7.0,2.0,High,Intel,8,512,0,0,0,512,1.37,Medium,Premium,107892.0,No,5,1,0,0,0
LENOVO,Notebook,14.0,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,1.7,Medium,Mid-Range,78534.72,No,4,1,0,2,0
DELL,2 in 1 Convertible,12.5,1920,1080,Standard,1,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,1.34,Medium,Premium,88977.59999999999,No,4,1,0,0,0
DELL,Workstation,15.6,1920,1080,Standard,1,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,256,0,0,0,256,2.06,Medium,Premium,93932.64,No,5,1,0,0,0
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,Intel,8,256,0,0,0,256,1.84,Medium,Mid-Range,64948.32,No,5,1,0,2,0
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,7.0,2.0,Mid,Intel,4,0,500,0,0,500,2.1,Medium,Budget,35616.6144,No,3,0,2,2,2
ACER,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,Celeron,,1.0,Entry,Intel,4,0,0,32,0,32,1.6,Medium,Budget,17529.12,No,1,0,2,2,2
MSI,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,6.0,2.0,High,NVIDIA,16,128,1024,0,0,1152,4.14,Heavy,Premium,117162.72,No,5,1,1,1,1
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,Mid,AMD,4,0,1024,0,0,1024,2.18,Medium,Budget,24775.2,No,3,0,2,1,2
MSI,Gaming,15.6,3840,2160,Standard,0,UHD,Intel,i7,7.0,2.0,High,NVIDIA,16,256,2048,0,0,2304,1.8,Medium,Premium,122490.72,No,5,1,1,1,1
TOSHIBA,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,High,Intel,8,256,0,0,0,256,2.2,Heavy,Mid-Range,74538.72,No,5,1,0,2,0
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,6,0,1024,0,0,1024,2.4,Heavy,Budget,30049.92,No,4,0,2,1,2
LENOVO,2 in 1 Convertible,15.6,1920,1080,IPS,1,Full HD,Intel,i7,7.0,2.0,High,Intel,8,256,0,0,0,256,2.0,Medium,Mid-Range,69210.72,No,5,1,0,0,0
ACER,Notebook,14.0,1366,768,Standard,0,HD,Intel,Pentium,,1.0,Entry,Intel,4,0,0,128,0,128,1.6,Medium,Budget,18594.72,No,1,0,2,2,2
LENOVO,Notebook,15.6,3840,2160,IPS,0,UHD,Intel,Xeon,,3.0,High,NVIDIA,32,1024,0,0,0,1024,2.5,Heavy,Premium,261018.72,Yes,5,1,1,1,1
DELL,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,6.0,2.0,High,NVIDIA,16,0,1024,0,0,1024,2.59,Heavy,Mid-Range,46833.6528,No,5,0,2,1,2
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,Mid,Intel,4,0,1024,0,0,1024,2.18,Medium,Budget,23650.992,No,3,0,2,1,2
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,Mid,Intel,4,0,1024,0,0,1024,2.25,Heavy,Budget,19127.52,No,3,0,2,1,2
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,4,0,500,0,0,500,1.93,Medium,Mid-Range,46300.32,No,4,0,2,2,2
ASUS,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,128,1024,0,0,1152,3.0,Heavy,Mid-Range,62231.04,No,5,1,0,1,0
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,AMD,4,128,0,0,0,128,2.18,Medium,Budget,30316.32,No,4,1,2,2,2
HP,Ultrabook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,Intel,8,512,0,0,0,512,1.84,Medium,Mid-Range,74005.92,No,5,1,0,2,0
MSI,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,16,256,1024,0,0,1280,2.94,Heavy,Premium,120831.5808,No,5,1,1,1,1
ACER,2 in 1 Convertible,11.6,1366,768,IPS,1,HD,Intel,Celeron,,1.0,Entry,Intel,4,0,0,32,0,32,1.25,Light,Budget,20193.12,No,1,0,2,0,2
HP,Notebook,14.0,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,2.31,Heavy,Mid-Range,59886.72,No,4,1,0,2,0
LENOVO,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,1.65,Medium,Mid-Range,78055.2,No,4,1,0,2,0
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,Upper-Mid,AMD,4,0,1024,0,0,1024,2.2,Heavy,Mid-Range,41345.28,No,4,0,2,1,2
FUJITSU,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,2.2,Heavy,Mid-Range,42570.72,No,4,1,2,2,2
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,6.0,2.0,Upper-Mid,Intel,4,0,500,0,0,500,1.88,Medium,Mid-Range,49656.96,No,4,0,2,2,2
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,0,1024,0,0,1024,2.2,Heavy,Mid-Range,47898.72,No,5,0,2,1,2
MEDIACOM,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,Atom,,1.0,Entry,Intel,2,0,0,32,0,32,1.4,Medium,Budget,12733.92,No,1,0,2,2,2
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,4,128,0,0,0,128,2.2,Heavy,Budget,24935.04,No,4,1,2,2,2
ASUS,2 in 1 Convertible,13.3,1920,1080,Standard,1,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,6,0,1024,0,0,1024,1.5,Medium,Budget,34046.4528,No,4,0,2,0,2
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,256,0,0,0,256,2.0,Medium,Premium,96969.6,No,5,1,0,2,0
ASUS,Ultrabook,14.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,Intel,16,512,0,0,0,512,1.1,Light,Premium,101232.0,No,5,1,0,2,0
DELL,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,16,256,1024,0,0,1280,2.62,Heavy,Mid-Range,78801.12,No,5,1,0,1,0
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,Upper-Mid,Intel,4,256,0,0,0,256,1.8,Medium,Mid-Range,44169.12,No,4,1,2,2,2
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,Mid,NVIDIA,4,0,1024,0,0,1024,2.2,Heavy,Budget,30849.12,No,3,0,2,1,2
ASUS,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,8,0,1024,0,0,1024,2.0,Medium,Budget,21258.72,No,1,0,2,2,2
ASUS,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,NVIDIA,8,0,1024,0,0,1024,1.99,Medium,Mid-Range,48304.7136,No,4,0,2,1,2
DELL,Ultrabook,13.3,3200,1800,Standard,1,Quad HD+,Intel,i5,8.0,1.0,Upper-Mid,Intel,8,256,0,0,0,256,1.23,Light,Premium,99580.32,No,4,1,0,0,0
LENOVO,Notebook,14.0,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,2,0,0,32,0,32,1.42,Medium,Budget,13266.72,No,1,0,2,2,2
LENOVO,2 in 1 Convertible,13.3,1920,1080,IPS,1,Full HD,Intel,i7,7.0,2.0,High,Intel,8,256,0,0,0,256,1.37,Medium,Premium,93635.3376,No,5,1,0,0,0
DELL,Notebook,15.6,3840,2160,Standard,1,UHD,Intel,i7,7.0,2.0,High,NVIDIA,16,1024,0,0,0,1024,2.06,Medium,Premium,127818.72,No,5,1,1,0,1
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,128,1024,0,0,1152,2.5,Heavy,Mid-Range,59087.52,No,5,1,0,1,0
HP,Notebook,17.0,1600,900,Standard,0,HD+,AMD,A9-Series,,3.0,Lower-Mid,AMD,8,0,1024,0,0,1024,2.6,Heavy,Budget,27753.552,No,2,0,2,1,2
LENOVO,Ultrabook,14.0,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,Intel,16,512,0,0,0,512,1.14,Light,Premium,130536.0,No,5,1,1,2,1
ASUS,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,0,1024,0,0,1024,2.5,Heavy,Mid-Range,62284.32,No,5,0,0,1,0
ACER,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,Mid,Intel,4,0,500,0,0,500,2.4,Heavy,Budget,23976.0,No,3,0,2,2,2
LENOVO,Notebook,14.0,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,4,0,0,32,0,32,1.43,Medium,Budget,14598.72,No,1,0,2,2,2
ACER,Ultrabook,14.0,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,1.8,Medium,Mid-Range,48964.32,No,4,1,2,2,2
RAZER,Gaming,14.0,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,16,256,0,0,0,256,1.95,Medium,Premium,138474.72,Yes,5,1,1,2,1
TOSHIBA,Notebook,13.3,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,1.2,Light,Mid-Range,64628.64,No,4,1,0,2,0
LENOVO,Ultrabook,12.5,1920,1080,IPS,0,Full HD,Intel,i7,7.0,2.0,High,Intel,8,256,0,0,0,256,1.36,Medium,Premium,84395.52,No,5,1,0,2,0
ASUS,Gaming,17.3,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,High,NVIDIA,32,512,0,0,0,512,3.8,Heavy,Premium,149130.72,Yes,5,1,1,1,1
ACER,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,NVIDIA,8,0,1024,0,0,1024,2.4,Heavy,Budget,37775.52,No,4,0,2,1,2
DELL,Ultrabook,13.3,1920,1080,Standard,0,Full HD,Intel,i5,8.0,1.0,Upper-Mid,Intel,8,256,0,0,0,256,1.2,Light,Mid-Range,77250.672,No,4,1,0,2,0
MSI,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,128,1024,0,0,1152,2.2,Heavy,Mid-Range,63499.10399999999,No,5,1,0,1,0
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,Mid,Intel,4,0,500,0,0,500,1.86,Medium,Budget,19441.872,No,3,0,2,2,2
TOSHIBA,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,0,500,0,0,500,2.0,Medium,Mid-Range,56689.92,No,4,0,0,2,0
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,High,AMD,8,256,0,0,0,256,2.2,Heavy,Mid-Range,48964.32,No,5,1,2,2,2
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,8.0,1.0,High,AMD,16,256,2048,0,0,2304,2.2,Heavy,Mid-Range,60472.8,No,5,1,0,1,0
LENOVO,Gaming,15.6,1920,1080,IPS,0,Full HD,Intel,i7,6.0,2.0,High,NVIDIA,8,128,1024,0,0,1152,3.31,Heavy,Mid-Range,63722.88,No,5,1,0,1,0
DELL,Gaming,17.3,3840,2160,IPS,0,UHD,Intel,i7,7.0,2.0,High,NVIDIA,32,512,1024,0,0,1536,4.42,Heavy,Premium,167691.8736,Yes,5,1,1,1,1
DELL,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,1.56,Medium,Mid-Range,65481.12,No,4,1,0,2,0
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,4,0,500,0,0,500,2.2,Heavy,Budget,22324.32,No,1,0,2,2,2
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,6.0,2.0,Upper-Mid,Intel,4,0,500,0,0,500,2.2,Heavy,Budget,28504.8,No,4,0,2,2,2
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i3,6.0,2.0,Mid,AMD,6,0,1024,0,0,1024,2.04,Medium,Budget,28717.92,No,3,0,2,1,2
MSI,Gaming,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,128,1024,0,0,1152,2.7,Heavy,Mid-Range,79215.1056,No,5,1,0,1,0
TOSHIBA,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,Mid,Intel,4,128,0,0,0,128,2.1,Medium,Budget,26533.44,No,3,1,2,2,2
DELL,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,0,1024,0,0,1024,2.06,Medium,Mid-Range,50882.4,No,4,0,2,1,2
HP,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,AMD,8,0,1024,0,0,1024,2.1,Medium,Budget,39693.6,No,5,0,2,1,2
TOSHIBA,Notebook,15.6,1920,1080,IPS,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,2.0,Medium,Mid-Range,67026.23999999999,No,4,1,0,2,0
ACER,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,Mid,Intel,4,128,0,0,0,128,2.1,Medium,Budget,21951.36,No,3,1,2,2,2
MICROSOFT,Ultrabook,13.5,2256,1504,Standard,1,Quad HD,Intel,i7,7.0,2.0,High,Intel,8,256,0,0,0,256,1.25,Light,Premium,99519.048,No,5,1,0,0,0
LENOVO,Notebook,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,AMD,8,128,1024,0,0,1152,1.9,Medium,Mid-Range,43580.376,No,4,1,2,1,2
LENOVO,2 in 1 Convertible,13.3,1920,1080,IPS,1,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,1.3,Medium,Mid-Range,55091.52,No,4,1,2,0,2
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,AMD,E-Series,,2.0,Entry,AMD,4,128,0,0,0,128,2.2,Heavy,Budget,18594.72,No,1,1,2,2,2
HP,2 in 1 Convertible,14.0,1920,1080,IPS,1,Full HD,Intel,i3,7.0,2.0,Mid,NVIDIA,4,128,0,0,0,128,1.63,Medium,Budget,37242.72,No,3,1,2,0,2
MSI,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,16,256,1024,0,0,1280,2.4,Heavy,Mid-Range,68944.31999999999,No,5,1,0,1,0
ASUS,Ultrabook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,8,256,0,0,0,256,1.1,Light,Mid-Range,60472.8,No,4,1,0,2,0
HP,2 in 1 Convertible,11.6,1366,768,Standard,1,HD,Intel,Celeron,,1.0,Entry,Intel,8,0,0,64,0,64,1.4,Medium,Budget,26373.6,No,1,0,2,0,2
LG,Ultrabook,15.6,1920,1080,IPS,0,Full HD,Intel,i7,8.0,1.0,High,Intel,8,512,0,0,0,512,1.09,Light,Premium,122490.72,No,5,1,1,2,1
ACER,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,NVIDIA,16,256,0,0,0,256,2.5,Heavy,Mid-Range,69210.72,No,4,1,0,1,0
MSI,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,NVIDIA,8,256,0,0,0,256,2.2,Heavy,Mid-Range,53168.112,No,4,1,2,2,2
ASUS,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,4,128,0,0,0,128,1.86,Medium,Budget,22324.32,No,1,1,2,2,2
DELL,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,NVIDIA,16,128,1024,0,0,1152,3.21,Heavy,Premium,109277.28,No,4,1,0,1,0
HP,Notebook,17.3,1920,1080,IPS,0,Full HD,Intel,i3,6.0,2.0,Mid,AMD,4,256,0,0,0,256,2.5,Heavy,Budget,37242.72,No,3,1,2,2,2
LENOVO,2 in 1 Convertible,13.3,1920,1080,IPS,1,Full HD,Intel,i7,8.0,1.0,High,Intel,8,512,0,0,0,512,1.19,Light,Mid-Range,79866.72,No,5,1,0,0,0
DELL,Gaming,15.6,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,16,256,1024,0,0,1280,3.49,Heavy,Premium,149916.6,Yes,5,1,1,1,1
HP,Notebook,15.6,1366,768,Standard,0,HD,Intel,i5,7.0,2.0,Upper-Mid,AMD,4,0,500,0,0,500,1.86,Medium,Budget,32639.8608,No,4,0,2,2,2
DELL,Notebook,15.6,1366,768,Standard,0,HD,Intel,i3,6.0,2.0,Mid,AMD,4,0,1024,0,0,1024,2.2,Heavy,Budget,29073.297599999994,No,3,0,2,1,2
HP,Notebook,17.3,1920,1080,IPS,0,Full HD,AMD,A10-Series,,2.0,Upper-Mid,AMD,6,0,2048,0,0,2048,2.65,Heavy,Budget,30316.32,No,4,0,2,1,2
LENOVO,Notebook,15.6,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,4,0,500,0,0,500,2.1,Medium,Budget,16943.04,No,1,0,2,2,2
ACER,Notebook,14.0,1366,768,Standard,0,HD,Intel,Celeron,,1.0,Entry,Intel,4,0,0,32,0,32,1.45,Medium,Budget,19980.0,No,1,0,2,2,2
LENOVO,Notebook,14.0,1920,1080,Standard,0,Full HD,Intel,i5,7.0,2.0,Upper-Mid,Intel,4,256,0,0,0,256,1.7,Medium,Budget,37242.72,No,4,1,2,2,2
HP,Workstation,17.3,1920,1080,Standard,0,Full HD,Intel,i7,7.0,2.0,High,NVIDIA,8,0,500,0,0,500,3.14,Heavy,Premium,101657.7072,No,5,0,0,1,0
LENOVO,2 in 1 Convertible,14.0,2560,1440,Standard,1,Quad HD+,Intel,i7,7.0,2.0,High,Intel,8,256,0,0,0,256,1.42,Medium,Premium,137995.19999999998,Yes,5,1,1,0,1
