Company,laptop_type,screen_size_inch,display_resolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,display_resolution_width,display_resolution_height,panel_type,is_touchscreen,resolution_class,cpu_brand,cpu_family,cpu_model,cpu_generation,clock_speed_ghz,cpu_tier,gpu_brand,price_band,ram_gb,ssd_gb,hdd_gb,flash_gb,hybrid_gb,total_storage_gb,weight_kg,weight_class,suspect_flag,data_quality_score,data_quality_category,is_price_outlier
HP,Notebook,17.3,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8GB,"128GB SSD +  1TB HDD","Nvidia GeForce 930MX",Windows,2.5kg,52054.56,1920,1080,NULL,No,"Full HD",Intel,i5,8250U,8,1.00,Upper-Mid,NVIDIA,Mid-Range,8,128,1024,0,0,1152,2.50,Heavy,No,14,Excellent,No
DELL,Ultrabook,15.6,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8GB,"256GB SSD","Intel UHD Graphics 620",Windows,1.88kg,58403.404800000004,1920,1080,NULL,No,"Full HD",Intel,i5,8250U,8,1.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.88,Medium,No,14,Excellent,No
APPLE,Ultrabook,12,"IPS Panel Retina Display 2304x1440","Intel Core i5 1.3GHz",8GB,"512GB SSD","Intel HD Graphics 615",macOS,0.92kg,80452.8,2304,1440,NULL,No,"Quad HD",Intel,i5,NULL,NULL,1.00,Upper-Mid,Intel,Premium,8,512,0,0,0,512,0.92,Light,No,12,Good,No
HP,Notebook,14,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.63kg,45820.799999999996,1920,1080,NULL,No,"Full HD",Intel,i5,8250U,8,1.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.63,Medium,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","AMD A6-Series 9220 2.5GHz",4GB,"128GB SSD","AMD R4 Graphics",Windows,2.2kg,21258.719999999998,1920,1080,NULL,No,"Full HD",AMD,A6-Series,9220,NULL,2.00,Entry,AMD,Budget,4,128,0,0,0,128,2.20,Heavy,No,14,Excellent,No
ACER,Notebook,15.6,1366x768,"AMD A9-Series 9420 3GHz",4GB,"1TB HDD","AMD Radeon R5",Windows,2.1kg,21045.6,1366,768,NULL,No,HD,AMD,A9-Series,9420,NULL,3.00,Lower-Mid,AMD,Budget,4,0,1024,0,0,1024,2.10,Medium,No,14,Excellent,No
DELL,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti",Windows,2.65kg,71874.72,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,16,128,1024,0,0,1152,2.65,Heavy,No,14,Excellent,No
HP,Ultrabook,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8GB,"256GB SSD","Nvidia GeForce GTX 940MX",Windows,1.83kg,37242.72,1920,1080,NULL,No,"Full HD",Intel,i7,8550U,8,1.00,High,NVIDIA,Budget,8,256,0,0,0,256,1.83,Medium,No,14,Excellent,No
HP,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.96kg,31914.1872,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Budget,8,256,0,0,0,256,1.96,Medium,No,14,Excellent,No
ASUS,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060",Windows,2.2kg,77202.72,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,16,128,1024,0,0,1152,2.20,Heavy,No,14,Excellent,No
DELL,Ultrabook,13.3,"IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8GB,"256GB SSD","Intel UHD Graphics 620",Windows,1.21kg,87858.72,1920,1080,NULL,No,"Full HD",Intel,i7,8550U,8,1.00,High,Intel,Premium,8,256,0,0,0,256,1.21,Light,No,14,Excellent,No
ASUS,Gaming,15.6,"Full HD 1920x1080","AMD FX 9830P 3GHz",8GB,"1TB HDD","AMD Radeon RX 560",Windows,2.45kg,37242.72,1920,1080,NULL,No,"Full HD",AMD,FX,9830P,NULL,3.00,High,AMD,Budget,8,0,1024,0,0,1024,2.45,Heavy,No,14,Excellent,No
ACER,Notebook,15.6,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8GB,"1TB HDD","Nvidia GeForce MX150",Windows,2.2kg,36709.92,1920,1080,NULL,No,"Full HD",Intel,i7,8550U,8,1.00,High,NVIDIA,Budget,8,0,1024,0,0,1024,2.20,Heavy,No,14,Excellent,No
HP,Notebook,13.3,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",16GB,"512GB SSD","Intel UHD Graphics 620",Windows,1.49kg,63776.159999999996,1920,1080,NULL,No,"Full HD",Intel,i7,8550U,8,1.00,High,Intel,Mid-Range,16,512,0,0,0,512,1.49,Medium,No,14,Excellent,No
DELL,Gaming,15.6,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8GB,"256GB SSD","Nvidia GeForce GTX 1060",Windows,2.65kg,63669.6,1920,1080,NULL,No,"Full HD",Intel,i5,7300HQ,7,2.00,Upper-Mid,NVIDIA,Mid-Range,8,256,0,0,0,256,2.65,Heavy,No,14,Excellent,No
ASUS,Ultrabook,14,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.25kg,55890.72,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Mid-Range,8,256,0,0,0,256,1.25,Light,No,14,Excellent,No
ACER,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",8GB,"256GB SSD","Intel UHD Graphics 620",Windows,1.5kg,45128.159999999996,1920,1080,NULL,Yes,"Full HD",Intel,i5,8250U,8,1.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.50,Medium,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"1TB HDD","AMD Radeon R5 M430",Linux,2.2kg,31962.672,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,AMD,Budget,8,0,1024,0,0,1024,2.20,Heavy,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4GB,"256GB SSD","AMD Radeon R5 M430",Linux,2.2kg,25840.8,1920,1080,NULL,No,"Full HD",Intel,i3,6006U,6,2.00,Mid,AMD,Budget,4,256,0,0,0,256,2.20,Heavy,No,14,Excellent,No
ASUS,Notebook,15.6,"Full HD 1920x1080","Intel Core i3 7100U 2.4GHz",6GB,"256GB SSD","Nvidia GeForce 920M",Windows,2kg,30742.559999999998,1920,1080,NULL,No,"Full HD",Intel,i3,7100U,7,2.00,Mid,NVIDIA,Budget,6,256,0,0,0,256,2.00,Medium,No,14,Excellent,No
HP,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050",Windows,2.62kg,66546.72,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,12,128,1024,0,0,1152,2.62,Heavy,No,14,Excellent,No
HP,Notebook,15.6,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD","AMD Radeon 530",Windows,1.91kg,38308.32,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,AMD,Budget,8,256,0,0,0,256,1.91,Medium,No,14,Excellent,No
HP,Notebook,15.6,"Full HD 1920x1080","AMD E-Series E2-9000e 1.5GHz",4GB,"500GB HDD","AMD Radeon R2",Windows,2.1kg,18594.719999999998,1920,1080,NULL,No,"Full HD",AMD,E-Series,E2-9000e,NULL,1.00,Entry,AMD,Budget,4,0,500,0,0,500,2.10,Medium,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8GB,"1TB HDD","AMD Radeon 520",Linux,2.2kg,34472.159999999996,1920,1080,NULL,No,"Full HD",Intel,i5,8250U,8,1.00,Upper-Mid,AMD,Budget,8,0,1024,0,0,1024,2.20,Heavy,No,14,Excellent,No
HP,Ultrabook,13.3,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD","Nvidia GeForce MX150",Windows,1.38kg,59620.32,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,NVIDIA,Mid-Range,8,256,0,0,0,256,1.38,Medium,No,14,Excellent,No
MICROSOFT,Ultrabook,13.5,"Touchscreen 2256x1504","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.252kg,71395.2,2256,1504,NULL,Yes,"Quad HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.25,Light,No,14,Excellent,No
HP,Notebook,14,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",6GB,"256GB SSD","Nvidia GeForce 940MX",Windows,1.58kg,35111.52,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,NVIDIA,Budget,6,256,0,0,0,256,1.58,Medium,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4GB,"1TB HDD","Intel HD Graphics 520",Windows,1.85kg,22105.872,1920,1080,NULL,No,"Full HD",Intel,i3,6006U,6,2.00,Mid,Intel,Budget,4,0,1024,0,0,1024,1.85,Medium,No,14,Excellent,No
ASUS,Ultrabook,14,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD","Nvidia GeForce 940MX",Windows,1.3kg,63563.04,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,NVIDIA,Mid-Range,8,256,0,0,0,256,1.30,Medium,No,14,Excellent,No
MSI,Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti",Windows,2.2kg,69210.72,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,16,256,1024,0,0,1280,2.20,Heavy,No,14,Excellent,No
LENOVO,Notebook,14,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.58kg,78854.4,1920,1080,NULL,No,"Full HD",Intel,i7,7500U,7,2.00,High,Intel,Mid-Range,8,256,0,0,0,256,1.58,Medium,No,14,Excellent,No
ASUS,Ultrabook,15.6,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce MX150",Windows,1.5kg,67239.36,1920,1080,NULL,No,"Full HD",Intel,i7,8550U,8,1.00,High,NVIDIA,Mid-Range,16,256,1024,0,0,1280,1.50,Medium,No,14,Excellent,No
DELL,Ultrabook,13.3,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7560U 2.4GHz",8GB,"256GB SSD","Intel Iris Plus Graphics 640",Windows,1.23kg,73473.12,3200,1800,NULL,Yes,"Quad HD+",Intel,i7,7560U,7,2.00,High,Intel,Mid-Range,8,256,0,0,0,256,1.23,Light,No,14,Excellent,No
LENOVO,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.37kg,74538.72,1920,1080,NULL,Yes,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.37,Medium,No,14,Excellent,No
HP,Notebook,14,"IPS Panel 1366x768","Intel Core i5 8250U 1.6GHz",4GB,"500GB HDD","Intel UHD Graphics 620",Windows,1.63kg,38468.159999999996,1366,768,NULL,No,HD,Intel,i5,8250U,8,1.00,Upper-Mid,Intel,Budget,4,0,500,0,0,500,1.63,Medium,No,14,Excellent,No
DELL,Ultrabook,13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8GB,"256GB SSD","Intel UHD Graphics 620",Windows,1.21kg,86793.12,1920,1080,NULL,No,"Full HD",Intel,i5,8250U,8,1.00,Upper-Mid,Intel,Premium,8,256,0,0,0,256,1.21,Light,No,14,Excellent,No
HP,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",8GB,"256GB SSD","Intel UHD Graphics 620",Windows,1.26kg,74538.1872,1920,1080,NULL,Yes,"Full HD",Intel,i5,8250U,8,1.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.26,Light,No,14,Excellent,No
HP,Notebook,14,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8GB,"512GB SSD","Intel UHD Graphics 620",Windows,1.63kg,57755.52,1920,1080,NULL,No,"Full HD",Intel,i7,8550U,8,1.00,High,Intel,Mid-Range,8,512,0,0,0,512,1.63,Medium,No,14,Excellent,No
DELL,Notebook,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8GB,"256GB SSD +  1TB HDD","Nvidia GeForce 940MX",Windows,2.16kg,60223.98239999999,1920,1080,NULL,No,"Full HD",Intel,i7,8550U,8,1.00,High,NVIDIA,Mid-Range,8,256,1024,0,0,1280,2.16,Medium,No,14,Excellent,No
ASUS,Notebook,17.3,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4GB,"1TB HDD","Nvidia GeForce 920MX",Windows,2kg,30049.92,1920,1080,NULL,No,"Full HD",Intel,i3,6006U,6,2.00,Mid,NVIDIA,Budget,4,0,1024,0,0,1024,2.00,Medium,No,14,Excellent,No
ASUS,Notebook,15.6,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8GB,"256GB SSD","Nvidia GeForce 940MX",Windows,1.7kg,59567.04,1920,1080,NULL,No,"Full HD",Intel,i7,8550U,8,1.00,High,NVIDIA,Mid-Range,8,256,0,0,0,256,1.70,Medium,No,14,Excellent,No
ACER,Notebook,15.6,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i3 7100U 2.4GHz",6GB,"1TB HDD","Intel HD Graphics 620",Windows,2.1kg,25521.12,1920,1080,NULL,Yes,"Full HD",Intel,i3,7100U,7,2.00,Mid,Intel,Budget,6,0,1024,0,0,1024,2.10,Medium,No,14,Excellent,No
MSI,Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  2TB HDD","Nvidia GeForce GTX 1070",Windows,1.8kg,119427.12,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,16,256,2048,0,0,2304,1.80,Medium,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8GB,"256GB SSD","Nvidia GeForce 940MX","Not Specified",2.2kg,33513.119999999995,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,NVIDIA,Budget,8,256,0,0,0,256,2.20,Heavy,No,14,Excellent,No
HP,Notebook,17.3,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",16GB,"512GB SSD","Nvidia GeForce 930MX",Windows,2.5kg,67718.88,1920,1080,NULL,No,"Full HD",Intel,i7,8550U,8,1.00,High,NVIDIA,Mid-Range,16,512,0,0,0,512,2.50,Heavy,No,14,Excellent,No
ACER,Notebook,15.6,1366x768,"AMD A9-Series 9420 3GHz",4GB,"256GB SSD","AMD Radeon R5",Windows,2.1kg,24029.28,1366,768,NULL,No,HD,AMD,A9-Series,9420,NULL,3.00,Lower-Mid,AMD,Budget,4,256,0,0,0,256,2.10,Medium,No,14,Excellent,No
HP,Notebook,15.6,1366x768,"Intel Celeron Dual Core N3060 1.6GHz",4GB,"500GB HDD","Intel HD Graphics 400","Not Specified",1.86kg,13799.519999999999,1366,768,NULL,No,HD,Intel,Celeron,3060,NULL,1.00,Entry,Intel,Budget,4,0,500,0,0,500,1.86,Medium,No,14,Excellent,No
HP,Notebook,14,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8GB,"1TB HDD","Intel UHD Graphics 620",Windows,1.63kg,43263.36,1920,1080,NULL,No,"Full HD",Intel,i5,8250U,8,1.00,Upper-Mid,Intel,Mid-Range,8,0,1024,0,0,1024,1.63,Medium,No,14,Excellent,No
ASUS,Notebook,14,1366x768,"AMD E-Series 6110 1.5GHz",4GB,"64GB SSD","AMD Radeon R2",Windows,1.65kg,14811.307200000001,1366,768,NULL,No,HD,AMD,E-Series,6110,NULL,1.00,Entry,AMD,Budget,4,64,0,0,0,64,1.65,Medium,No,14,Excellent,No
DELL,Notebook,17.3,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",16GB,"256GB SSD +  2TB HDD","AMD Radeon 530",Windows,2.8kg,74378.87999999999,1920,1080,NULL,No,"Full HD",Intel,i7,8550U,8,1.00,High,AMD,Mid-Range,16,256,2048,0,0,2304,2.80,Heavy,No,14,Excellent,No
HP,Notebook,17.3,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8GB,"256GB SSD","Intel UHD Graphics 620",Windows,2.5kg,49443.84,1920,1080,NULL,No,"Full HD",Intel,i5,8250U,8,1.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,2.50,Heavy,No,14,Excellent,No
DELL,Notebook,15.6,1366x768,"Intel Core i5 7200U 2.5GHz",8GB,"1TB HDD","AMD Radeon R7 M445",Windows,2.36kg,34045.3872,1366,768,NULL,No,HD,Intel,i5,7200U,7,2.00,Upper-Mid,AMD,Budget,8,0,1024,0,0,1024,2.36,Heavy,No,14,Excellent,No
DELL,Notebook,15.6,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4GB,"1TB HDD","AMD Radeon R5 M430",Windows,2.2kg,23922.719999999998,1920,1080,NULL,No,"Full HD",Intel,i3,6006U,6,2.00,Mid,AMD,Budget,4,0,1024,0,0,1024,2.20,Heavy,No,14,Excellent,No
ACER,Ultrabook,14,"IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8GB,"256GB SSD","Intel UHD Graphics 620",Windows,1.6kg,47099.52,1920,1080,NULL,No,"Full HD",Intel,i7,8550U,8,1.00,High,Intel,Mid-Range,8,256,0,0,0,256,1.60,Medium,No,14,Excellent,No
ACER,Notebook,15.6,"Full HD 1920x1080","Intel Core i3 7130U 2.7GHz",4GB,"256GB SSD","Nvidia GeForce MX130",Windows,2.2kg,30476.16,1920,1080,NULL,No,"Full HD",Intel,i3,7130U,7,2.00,Mid,NVIDIA,Budget,4,256,0,0,0,256,2.20,Heavy,No,14,Excellent,No
HP,Notebook,15.6,1366x768,"Intel Core i7 7500U 2.7GHz",8GB,"1TB HDD","Intel HD Graphics 620",Windows,2.05kg,31861.44,1366,768,NULL,No,HD,Intel,i7,7500U,7,2.00,High,Intel,Budget,8,0,1024,0,0,1024,2.05,Medium,No,14,Excellent,No
HP,Notebook,14,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8GB,"256GB SSD","Intel UHD Graphics 620",Windows,1.63kg,52640.64,1920,1080,NULL,No,"Full HD",Intel,i7,8550U,8,1.00,High,Intel,Mid-Range,8,256,0,0,0,256,1.63,Medium,No,14,Excellent,No
LENOVO,Notebook,15.6,1366x768,"Intel Celeron Dual Core N3350 1.1GHz",4GB,"1TB HDD","Intel HD Graphics 500","Not Specified",1.9kg,13445.7408,1366,768,NULL,No,HD,Intel,Celeron,3350,NULL,1.00,Entry,Intel,Budget,4,0,1024,0,0,1024,1.90,Medium,No,14,Excellent,No
ASUS,Gaming,17.3,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8GB,"128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050",Windows,3kg,49976.64,1920,1080,NULL,No,"Full HD",Intel,i5,7300HQ,7,2.00,Upper-Mid,NVIDIA,Mid-Range,8,128,1024,0,0,1152,3.00,Heavy,No,14,Excellent,No
LENOVO,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4GB,"1TB HDD","Nvidia GeForce 920MX","Not Specified",2.2kg,26586.719999999998,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,NVIDIA,Budget,4,0,1024,0,0,1024,2.20,Heavy,No,14,Excellent,No
HP,Notebook,13.3,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4GB,"256GB SSD","Intel HD Graphics 620",Windows,1.32kg,37242.72,1920,1080,NULL,No,"Full HD",Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Budget,4,256,0,0,0,256,1.32,Medium,No,14,Excellent,No
ACER,Notebook,17.3,"IPS Panel Full HD 1920x1080","Intel Core i3 7130U 2.7GHz",4GB,"1TB HDD","Nvidia GeForce MX130",Windows,3kg,34898.4,1920,1080,NULL,No,"Full HD",Intel,i3,7130U,7,2.00,Mid,NVIDIA,Budget,4,0,1024,0,0,1024,3.00,Heavy,No,14,Excellent,No
LENOVO,Notebook,14,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8GB,"256GB SSD","AMD Radeon RX 550",Windows,1.75kg,59461.5456,1920,1080,NULL,No,"Full HD",Intel,i5,8250U,8,1.00,Upper-Mid,AMD,Mid-Range,8,256,0,0,0,256,1.75,Medium,No,14,Excellent,No
LENOVO,Gaming,15.6,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"256GB SSD","Nvidia GeForce GTX 1050M","Not Specified",2.4kg,46300.32,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,8,256,0,0,0,256,2.40,Heavy,No,14,Excellent,No
TOSHIBA,Notebook,15.6,1366x768,"Intel Core i5 6200U 2.3GHz",4GB,"500GB HDD","Intel HD Graphics 520",Windows,2.1kg,32074.559999999998,1366,768,NULL,No,HD,Intel,i5,6200U,6,2.00,Upper-Mid,Intel,Budget,4,0,500,0,0,500,2.10,Medium,No,14,Excellent,No
HP,Notebook,15.6,1366x768,"AMD A6-Series 9220 2.5GHz",4GB,"256GB SSD","AMD Radeon R4 Graphics",Windows,1.86kg,19660.32,1366,768,NULL,No,HD,AMD,A6-Series,9220,NULL,2.00,Entry,AMD,Budget,4,256,0,0,0,256,1.86,Medium,No,14,Excellent,No
ASUS,Ultrabook,14,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8GB,"256GB SSD","Intel UHD Graphics 620",Windows,1.25kg,58554.72,1920,1080,NULL,No,"Full HD",Intel,i7,8550U,8,1.00,High,Intel,Mid-Range,8,256,0,0,0,256,1.25,Light,No,14,Excellent,No
HP,Ultrabook,12.5,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core M 6Y75 1.2GHz",8GB,"512GB SSD","Intel HD Graphics 515",Windows,0.97kg,107305.92,3840,2160,NULL,Yes,UHD,Intel,"Core M",NULL,NULL,1.00,Mid,Intel,Premium,8,512,0,0,0,512,0.97,Light,No,12,Good,No
ASUS,Notebook,15.6,"Full HD 1920x1080","Intel Celeron Dual Core N3350 1.1GHz",4GB,"1TB HDD","Intel HD Graphics 500",Windows,2kg,18328.32,1920,1080,NULL,No,"Full HD",Intel,Celeron,3350,NULL,1.00,Entry,Intel,Budget,4,0,1024,0,0,1024,2.00,Medium,No,14,Excellent,No
MSI,Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070",Windows,2.9kg,108105.12,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,16,256,1024,0,0,1280,2.90,Heavy,No,14,Excellent,No
ACER,Notebook,15.6,1366x768,"Intel Core i3 6006U 2GHz",4GB,"1TB HDD","Intel HD Graphics 520",Windows,2.1kg,23816.16,1366,768,NULL,No,HD,Intel,i3,6006U,6,2.00,Mid,Intel,Budget,4,0,1024,0,0,1024,2.10,Medium,No,14,Excellent,No
DELL,Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"512GB SSD","Nvidia GeForce GTX 1050",Windows,2.56kg,66560.5728,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,16,512,0,0,0,512,2.56,Heavy,No,14,Excellent,No
DELL,Gaming,15.6,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8GB,"1.0TB Hybrid","Nvidia GeForce GTX 1050",Windows,2.62kg,47898.72,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Mid-Range,8,0,0,0,1024,1024,2.62,Heavy,No,14,Excellent,No
LENOVO,Notebook,15.6,1366x768,"Intel Core i5 7200U 2.5GHz",4GB,"128GB SSD","Intel HD Graphics 620",Windows,1.9kg,26533.44,1366,768,NULL,No,HD,Intel,i5,7200U,7,2.00,Upper-Mid,Intel,Budget,4,128,0,0,0,128,1.90,Medium,No,14,Excellent,No
MSI,Gaming,17.3,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16GB,"256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060",Windows,2.8kg,100699.2,1920,1080,NULL,No,"Full HD",Intel,i7,7700HQ,7,2.00,High,NVIDIA,Premium,16,256,1024,0,0,1280,2.80,Heavy,No,14,Excellent,No
HP,Ultrabook,14,"Full HD 1920x1080","Intel Core i5 7500U 2.7GHz",4GB,"256GB SSD","Intel HD Graphics 620",Windows,1.48kg,57648.96,1920,1080,NULL,No,"Full HD",Intel,i5,7500U,7,2.00,Upper-Mid,Intel,Mid-Range,4,256,0,0,0,256,1.48,Medium,No,14,Excellent,No
HP,Notebook,15.6,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",6GB,"256GB SSD","AMD Radeon 520",Windows,1.91kg,32980.32,1920,1080,NULL,No,"Full HD",Intel,i5,8250U,8,1.00,Upper-Mid,AMD,Budget,6,256,0,0,0,256,1.91,Medium,No,14,Excellent,No
LENOVO,"2 in 1 Convertible",14,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i3 7100U 2.4GHz",4GB,"256GB SSD","Intel HD Graphics 620",Windows,1.74kg,33513.119999999995,1920,1080,NULL,Yes,"Full HD",Intel,i3,7100U,7,2.00,Mid,Intel,Budget,4,256,0,0,0,256,1.74,Medium,No,14,Excellent,No
ASUS,"2 in 1 Convertible",13.3,"Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",8GB,"256GB SSD","Intel HD Graphics 620",Windows,1.1kg,70063.2,1920,1080,NULL,Yes,"Full HD",Intel,i5,8250U,8,1.00,Upper-Mid,Intel,Mid-Range,8,256,0,0,0,256,1.10,Light,No,14,Excellent,No
DELL,"2 in 1 Convertible",15.6,"Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz",8GB,"256GB SSD","Intel UHD Graphics 620",Windows,1.56kg,55890.72,1920,1080,NULL,Yes,"Full HD",Intel,i7,8550U,8,1.00,High,Intel,Mid-Range,8,256,0,0,0,256,1.56,Medium,No,14,Excellent,No
